English,Luganda
"Therefore, the operational cost of a solution must be identified and contained to ensure that the ongoing operation of the solution is feasible and viable.","N’olwekyo, omuwendo gw’emirimu gy’ekigonjoola gulina okuzuulibwa era ne guteekebwamu okukakasa nti enkola y’ekisengejjero egenda mu maaso esoboka era esobola okukolebwa."
"When making decisions to create a new Digital Health capability, stakeholders must consider the total cost of developing and maintaining the Digital Health solution Digital Health solutions should be acquired or developed, deployed, replaced and decommissioned at the least cost while ensuring fitness for purpose of an overall system Operational procedures and their likely cost must be identified early in selecting and developing a Digital Health solution","Nga basalawo okukola obusobozi obupya obw’ebyobulamu obwa digito, abakwatibwako balina okulowooza ku muwendo gwonna ogw’okukola n’okulabirira eby’obulamu ebya digito eby’okugonjoola eby’obulamu eby’omulembe eby’obulamu ebya digito birina okufunibwa oba okukolebwa, okuteekebwa mu nkola, okukyusibwa n’okuggyibwawo waakiri ssente nga bwe bikakasa nti bituukagana n’ekigendererwa ky’enkola y’emirimu okutwalira awamu n’omuwendo gwazo gulina okuzuulibwa nga bukyali mu kulonda n’okukola eky’okugonjoola ebyobulamu mu ngeri ya digito"
Periodic reviews of the Digital Health solutions should be carried out to assure healthcare continuity.,Okuddamu okwetegereza buli luvannyuma lwa kiseera eby’okugonjoola ebizibu by’ebyobulamu ebya digito kulina okukolebwa okukakasa okugenda mu maaso kw’ebyobulamu.
"Recoverability, redundancy, and maintainability should be addressed at the design time.","Okuzzaawo, okukendeeza, n’okulabirira birina okukolebwako mu kiseera ky’okukola dizayini."
All Digital Health solutions that are critical in healthcare delivery must be assessed to determine what level of continuity is required and the necessary recovery plan.,Ebizibu byonna eby’obulamu ebya digito ebikulu mu kugaba ebyobulamu birina okwekenneenya okuzuula omutendera ki ogw’okugenda mu maaso ogwetaagisa n’enteekateeka eyeetaagisa ey’okudda engulu.
Health organisations shall not be allowed to develop Digital Health solutions that are similar/duplicative to health sector-wide solutions.,Ebibiina by’ebyobulamu tebirina kukkirizibwa kukola bya bulamu bya digito ebifaanagana/eby’okuddiŋŋana n’okugonjoola ebizibu by’ekitongole ky’ebyobulamu kyonna.
"Comply with Laws, Policies, and Regulations Digital Health solutions and infrastructure should comply with applicable legislation and policies in all jurisdictions and organisations within which they operate Digital Health systems should comply with all applicable legislation, regulation, and standards.","Okugoberera amateeka, enkola, n’ebiragiro eby’okugonjoola ebyobulamu mu ngeri ya digito n’ebikozesebwa birina okugoberera amateeka n’enkola ezikola mu bitundu byonna n’ebibiina mwe bikolera enkola z’ebyobulamu eza digito birina okugoberera amateeka gonna agakola, amateeka, n’omutindo."
Compliance is key to maintaining stakeholder trust (Quality assurance) in the services that Digital Health solutions provide.,Okugoberera kye kikulu mu kukuuma obwesige bw’abakwatibwako (okukakasa omutindo) mu mpeereza eby’okugonjoola ebizibu by’ebyobulamu ebya digito bye biwa.
"Define applicable legislative and policy requirements for all Digital Health solutions and infrastructure; otherwise, there is a risk of non-compliance.","okunnyonnyola ebyetaago ebikozesebwa mu mateeka n’enkola eri byonna eby’okugonjoola ebizibu by’ebyobulamu ebya digito n’ebintu ebikozesebwa; Bwe kitaba ekyo, waliwo akabi ak’obutagoberera mateeka."
"These requirements should be kept up to date to reflect changes in legislation and policy Digital Health developers and implementers must be compliant with laws, regulations, and external policies regarding the collection, retention, management and dissemination of health","Ebisaanyizo bino birina okukuumibwa nga bituukagana n’enkyukakyuka mu mateeka n’enkola abakola ebyobulamu mu ngeri ya digito n’abassa mu nkola balina okugoberera amateeka, ebiragiro, n’enkola ez’ebweru ezikwata ku kukungaanya, okukuuma, okuddukanya n’okubunyisa ebyobulamu ."
"The National Information Policy outlines the minimum security controls that all public and private organisations must meet Rather than prescribing implementation mechanisms, policy requirements should be expressed in terms of obligations, permissions, prohibitions, outcomes, and performance requirements Manage Health Data as an Asset Health data must be managed so that its source and the times and places it is created, changed, updated, accessed, and ultimately disposed of are captured and retained.","Enkola y’amawulire mu ggwanga eraga okufuga okw’obukuumi okutono ennyo ebibiina byonna ebya gavumenti n’eby’obwannannyini bye birina okutuukiriza okusinga okuwandiika enkola z’okussa mu nkola, ebyetaago by’enkola birina okulagibwa mu buvunaanyizibwa, olukusa, ebikugirwa, ebivaamu, n’ebyetaago by’emirimu Okuddukanya data y’ebyobulamu nga data y’ebyobulamu ey’eby’obugagga erina okuddukanyizibwa olwo ensibuko yaayo n’ebiseera n’ebifo ebitondeddwawo, okukyusibwa, okulongoosebwa, okufunibwa, n’okusembayo okusalibwawo ne bikwatibwa era ne bikuumibwa."
"Health data is the foundation of decision-making within healthcare, so it must be carefully managed to ensure that we know where it is, rely upon its accuracy, and obtain it when and where we need it.","Ebikwata ku by’obulamu gwe musingi gw’okusalawo mu by’obulamu, kale kiteekwa okuddukanyizibwa n’obwegendereza okulaba nga tumanyi we kiri, okwesigama ku butuufu bwakwo, n’okukifuna ddi ne wa we twetaaga."
Health data components should always identify the time and place of information creation and change.,Ebitundu bya data y’ebyobulamu bulijjo birina okuzuula ekiseera n’ekifo ky’okutonda amawulire n’enkyukakyuka.
Versioning and metadata are one way of capturing this.,Versioning ne metadata y’emu ku ngeri y’okukwatamu kino.
Services providing sharing or access to information may keep only the most recent or most accurate version but must acknowledge the existence of preceding versions.,Empeereza ezigaba okugabana oba okufuna amawulire ziyinza okukuuma enkyusa yokka oba entuufu yokka naye erina okukkiriza okubeerawo kw’enkyusa ezisoose.
Part of the role of the data steward is to ensure data quality.,Ekitundu ku kifo ky’omuwanika wa data kwe kukakasa omutindo gwa data.
Procedures must be developed and used to prevent and correct errors in Digital Health Steps to ensure the quality of data held by the Digital Health solutions should be implemented.,Enkola zirina okukolebwa n’okukozesebwa okuziyiza n’okutereeza ensobi mu mitendera gy’ebyobulamu egya digito okukakasa omutindo gwa data ogukwatibwa eby’obulamu ebya digito gulina okuteekebwa mu nkola.
This is particularly important for sporadically connected systems and long-running transactions or processes.,Kino kikulu nnyo naddala ku nkola eziyungiddwa ku biseera n’emirimu oba enkola ezimala ebbanga eddene.
"The process for establishing consistency of information should be explicitly defined for service Atomic transaction mechanisms may be used across services, but an alternate mechanism should always be provided to achieve consistency through discrete steps when information crosses organisational boundaries.","Enkola y’okuteekawo obutakyukakyuka bw’amawulire erina okunnyonnyolwa mu bulambulukufu enkola za atomu za atomu eyinza okukozesebwa mu mpeereza zonna, naye enkola endala bulijjo erina okuweebwa okutuuka ku kukwatagana okuyita mu mitendera egy’enjawulo ng’amawulire gasala ensalo z’ekitongole."
Transactional messaging is a valuable and robust mechanism that can support consistency processes but is not generally sufficient; a consistency process definition is still required.,Obubaka obw’okutunda (transactional messaging) nkola ya muwendo era nnywevu esobola okuwagira enkola z’obutakyukakyuka naye okutwalira awamu tezimala; Ennyonyola y’enkola y’obutakyukakyuka ekyalina okwetaagisa.
Users of Digital Health should have access to the necessary shared data required to perform their respective business functions.,Abakozesa ebyobulamu ebya digito balina okufuna amawulire agetaagisa agagabana agetaagisa okukola emirimu gyabwe egya bizinensi.
"In addition, shared data should be centrally controlled and managed.","Okugatta ku ekyo, data ezigabibwa zirina okufugibwa wakati n’okuddukanyizibwa."
"Electronically shared data will increase efficiency as Health organisations can use it, without rekeying, to create new entities.","Data ezigabibwa mu byuma bikalimagezi zijja kwongera ku bulungibwansi ng’ebibiina by’ebyobulamu bisobola okugikozesa, awatali kuddamu kukola, okutondawo ebitongole ebipya."
"Users will rely on official sources of more accurate and timely managed data, thereby improving A common set of standards, policies, and procedures that users should adhere to should be developed to enable data sharing among Health organisations.","Abakozesa bajja kwesigama ku nsonda entongole ez’ebikwata ku bituufu era ebiddukanyizibwa mu budde, bwe batyo balongoose emitendera egy’awamu, enkola, n’enkola abakozesa ze balina okugoberera balina okukolebwa okusobozesa okugabana amawulire wakati w’ebibiina by’ebyobulamu."
"Standard data models, data elements, and other metadata that define the shared environment should be developed and stored in a repository for easy access.","Standard data models, data elements, ne metadata endala ezitegeeza embeera y’okugabana zirina okukolebwa n’okuterekebwa mu tterekero okusobola okufuna amangu."
All users will have to rely on electronic data made available for sharing to execute their respective tasks.,Abakozesa bonna bajja kuba balina okwesigama ku data ey’ebyuma ebiweereddwayo okugabana okutuukiriza emirimu gyabwe.
This will ensure that only the most accurate and timely data is relied upon for Ensure Data Ownership and Responsibility Health organisations must own each data entity held by Digital Health systems.,Kino kijja kukakasa nti data yokka esinga obutuufu era mu budde yeesigamye okukakasa nti data obwannannyini n’obuvunaanyizibwa ebibiina by’ebyobulamu birina okuba ne buli kitongole kya data ekikuumibwa enkola z’ebyobulamu eza digito.
Every Health organisation should be responsible for the integrity and security of its data.,Buli kitongole ky’ebyobulamu kirina okuba nga kivunaanyizibwa ku bwesimbu n’obukuumi bwa data yaakyo.
"Therefore, each data entity held by Digital Health Systems must have an owner.","N’olwekyo, buli kitongole kya data ekikuumibwa enkola z’ebyobulamu eza digito kirina okuba ne nnannyini kyo."
"Primary Data Source: All health data should have an authoritative, official, primary data source, which should be the location for all create, update and delete actions but this should be in line with data management guidelines of the health sector.","Ensibuko y’ebiwandiiko enkulu: Ebiwandiiko byonna eby’ebyobulamu birina okuba n’ensibuko y’obuyinza ey’obuyinza, entongole, enkulu, nga eno erina okuba ekifo ky’okukola byonna okukola, okulongoosa n’okusazaamu ebikolwa naye kino kirina okuba nga kikwatagana n’enkola y’okuddukanya amawulire mu kitongole ky’ebyobulamu."
The lack of well-defined data ownership may lead to confusion about who can change the data held by the Digital Health systems.,Obutabeera na bwannannyini bwa data obutegeerekese obulungi kiyinza okuviirako okutabulwa ku ani asobola okukyusa data ekuumibwa enkola z’ebyobulamu eza digito.
"Otherwise, inconsistent, erroneous, and out-of-date data may result.","Bwe kitaba ekyo, ebikwata ku biwandiiko ebitali bikwatagana, ebikyamu, era ebitali bya mulembe biyinza okuvaamu."
Data integrity is at its highest level when data changes are centrally done.,Obutuukirivu bwa data buli ku mutindo gwayo ogw’oku ntikko nga enkyukakyuka za data zikolebwa wakati.
"Use Common Terminologies and Data Definitions There should be a standard, common and consistent definition of all data held by the Digital Health systems, which should be understandable and available to all users.","Kozesa ebigambo ebitera okubeerawo n’ennyonnyola ya data wabeewo ennyonyola ey’omutindo, eya bulijjo era ekwatagana ku data zonna ezikuumibwa enkola z’ebyobulamu eza digito, ezirina okutegeerekeka era nga zibeerawo eri abakozesa bonna."
Data held by the Digital Health systems should be defined to ensure seamless interoperability.,Data ekwatibwa enkola z’ebyobulamu eza digito zirina okunnyonnyolwa okukakasa nti enkolagana etaliimu buzibu.
Electronic data to be exchanged across the health sector and should have a standard definition with an agreed format and meaning of the data items.,Ebiwandiiko eby’ebyuma ebigenda okuwanyisiganyizibwa mu kitongole ky’ebyobulamu mu kitongole ky’ebyobulamu era birina okuba n’ennyonnyola ey’omutindo nga biriko enkola n’amakulu g’ebintu ebikwata ku bintu ebikkiriziddwa.
"H shall coordinate all the data standardisation initiatives Promote the development of modular and component-based Digital Health solutions Digital Health solutions should be modular and component-based, aligned to business They should also conform to established open standards with well-defined roles & Components should be independent of the physical topology of the system and scalable.","h ejja kukwasaganya enteekateeka zonna ez’omutindo gw’ebikwata ku data ezitumbula okukola modulo n’ebitundu eby’enjawulo eby’okugonjoola ebizibu by’ebyobulamu ebya digito eby’okugonjoola ebizibu bya digito birina okuba nga bya modulo era nga byesigamiziddwa ku bitundu, nga bikwatagana ne bizinensi Era birina okutuukana n’omutindo oguggule oguteereddwawo n’emirimu egyategeerekeka obulungi & ebitundu birina okuba nga tebyetongodde ku topology y’enkola y’enkola era nga biyinza okulinnyisibwa."
Internet-based web standards and technology should be preferred for all solutions.,Omutindo gwa yintaneeti ogwesigamiziddwa ku yintaneeti ne tekinologiya birina okwettanirwa ku byonna eby’okugonjoola.
Ensure ease of use of solution Digital Health solutions should be easy to use.,Kakasa nti obwangu bw’okukozesa eby’okugonjoola ebizibu bya digito eby’okugonjoola ebizibu by’ebyobulamu birina okuba ebyangu okukozesa.
Developers of Digital Health solutions must ensure that the underlying technology is transparent to users.,Abakola enkola ya Digital Health Solutions balina okukakasa nti tekinologiya omukulu abeera mu bwerufu eri abakozesa.
"This will allow users to concentrate on the The more a user has to understand the underlying technology, the less productive that user is.","Kino kijja kusobozesa abakozesa okussa essira ku mukozesa gy’akoma okutegeera tekinologiya omukulu, omukozesa gy’akoma okuba omutono."
Ease of use is a positive incentive for the use of a Digital Health system.,Ease of use is a positive incentive for okukozesa enkola ya digital health system.
Digital Health applications shall be required to have a common look and feel.,Enkola z’ebyobulamu mu ngeri ya digito zijja kwetaagisa okuba n’endabika n’engeri gye zikwataganamu.
"Guidelines for user interfaces should not be constrained by narrow assumptions about user location, language, systems training, or physical capability.","Endagiriro ku nkolagana z’abakozesa tezirina kuziyizibwa kuteebereza nfunda ku kifo ky’omukozesa, olulimi, okutendekebwa kw’enkola, oba obusobozi bw’omubiri."
The Digital Health solutions should define and communicate the right of access and use.,Enkola y’ebyobulamu eya digito erina okunnyonnyola n’okubunyisa eddembe ly’okutuuka n’okukozesebwa.
Ensure technology independence of solutions Digital Health solutions should be independent of specific technology choices.,Okulaba nga tekinologiya amanyi eby’okugonjoola ebizibu bya digito eby’okugonjoola ebizibu birina okuba nga tebiriimu kulonda kwa tekinologiya okwetongodde.
They should be able to operate on a variety of technology platforms.,Balina okusobola okukola ku mikutu gya tekinologiya egy’enjawulo.
Developers should adopt standards that support portability while developing Digital Health Subsystem interfaces should be developed to enable existing systems to interoperate with the new Digital Health system.,Abakola balina okwettanira emitendera egiwagira okutambuza nga bakola enkola za digito ez’obulamu obutono (digital health subsystem interfaces) zirina okukolebwa okusobozesa enkola eziriwo okukolagana n’enkola empya ey’ebyobulamu eya digito.
"Developers are encouraged to use programming software, which gives a high degree of priority to platform independence.","Abakugu bakubirizibwa okukozesa pulogulaamu za pulogulaamu, ekiwa enkizo ey’amaanyi eri obwetwaze bwa pulatifomu."
Embrace Requirements-Based Change Changes to Digital Health technology infrastructure should be made in response to the business needs of the health organisation.,Okuwamba enkyukakyuka ezesigamiziddwa ku byetaago Enkyukakyuka mu nkola ya tekinologiya ow’ebyobulamu mu ngeri ya digito zirina okukolebwa nga ziddamu ebyetaago bya bizinensi eby’ekitongole ky’ebyobulamu.
"A technology change may provide an opportunity to improve the business process and, hence, change business needs.","Enkyukakyuka mu tekinologiya eyinza okuwa omukisa okulongoosa enkola ya bizinensi era, n’olwekyo, okukyusa ebyetaago bya bizinensi."
The need for financial and technical assistance should be communicated by the business need Change management processes conforming to this principle should be developed and Control Technical Diversity Technological diversity should be controlled to minimise the non-trivial cost of maintaining expertise and connectivity between multiple processing environments.,Obwetaavu bw’obuyambi bw’ensimbi n’eby’ekikugu busaana okumanyisibwa enkola z’okuddukanya enkyukakyuka mu bwetaavu bwa bizinensi ezituukana n’omusingi guno zirina okukolebwa era okufuga enjawulo mu by’ekikugu enjawulo mu tekinologiya erina okufugibwa okukendeeza ku nsaasaanya etali ya maanyi ey’okukuuma obukugu n’okuyungibwa wakati w’embeera z’okukola emirimu mingi.
"There is a real, non-trivial cost of infrastructure required to support alternative technologies for processing environments.","Waliwo omuwendo omutuufu, ogutali gwa muwendo ogw’ebintu ebikozesebwa ebyetaagisa okuwagira tekinologiya omulala ow’embeera z’okukola."
More infrastructure costs are incurred to keep multiple processor constructs interconnected and maintained.,Ebisale by’ebizimbe ebisingawo bikolebwa okukuuma ebizimbisibwa bya processor ebingi nga bikwatagana n’okulabirira.
"The technology blueprint of Digital Health shall only change when compatibility with current infrastructure improvement in operational efficiency or a required capability has been Re-use Digital Health components Components and services that are re-usable across the health sector are preferred over proprietary Duplicating capability is expensive and undermines interoperability by proliferating inconsistency Where infrastructure components are provided for re-use within Digital Health solutions, adoption, integration, and use of these components should be preferred to duplicating their functionality through bespoke development.","Enteekateeka ya tekinologiya ey’obulamu bwa digito ejja kukyuka ng’okukwatagana n’okulongoosa ebikozesebwa mu kiseera kino mu nkola y’emirimu oba obusobozi obwetaagisa kibadde kiddamu okukozesa ebitundu by’ebyobulamu ebya digito Ebitundu n’empeereza eziddamu okukozesebwa mu kitongole ky’ebyobulamu byonna byettanira okusinga obusobozi obw’obwannannyini obw’okuddiŋŋana eby’obwannannyini (proprietary duplicating capability) bya bbeeyi era ne bityoboola enkolagana nga twettanira enkola eno n’okukozesa obutakwatagana mu nkola eno nga ziweebwa duplating yabyo okuddamu okukozesa enkola ya dijitwali, okugatta emirimu, okugattibwa n’okukozesa ebitundu bino nga kino kibeera n’ebitundu by’ebintu ebiba biweereddwayo okuddamu okukozesa enkola ya dijitwali, okugatta emirimu, n’okukozesa obutakwatagana buno okubeera nga biweebwa ebitundu by’ebintu ebikozesebwa mu kukola emirimu egy’enjawulo (pretactreant) nga biweebwa duping mu nkola y’emirimu gyabyo mu nkola ya dijitwali, nga bisinga kukozesa, era nga bisinga kukozesa mu nkola eno nga biweereddwa ebitundu by’ebintu ebikozesebwa mu kukola emirimu egy’enjawulo (pretactreant) nga biweebwa duping mu nkola y’emirimu (inctularting) nga biweereddwa duplating okuddamu okukozesa enkola ya dijittali Enkulaakulana ya Bespoke."
"The attributes of open standards such as platform independence, vendor neutrality, and ability to use across multiple implementations and the model for establishing open standards are what will allow for sustainable information exchange, interoperability, flexibility, data preservation & and greater freedom from technology and vendor lock-in Adoption of open standards will facilitate the storing of electronic health data using open data Choices should comply with the World Trade Organisation (WTO) Code of Good Practice for the adoption and application of Standards.","Ebintu ebikwata ku mutindo ogw’olubeerera nga okwefuga kw’omukutu, obutabeera na butabanguko mu batunda, n’obusobozi okukozesa mu nkola eziwera n’enkola y’okuteekawo emitendera egy’olubeerera bye bijja okusobozesa okuwanyisiganya amawulire agasobola okuwangaala, okukolagana, okukyukakyuka, okukuuma amawulire & era eddembe eddene okuva mu tekinologiya n’okusibira mu nkola y’okusibira ku mutindo ogw’olubeerera kijja kwanguyiza okutereka amawulire g’ebyobulamu ag’ebyuma nga bakozesa enkola ey’okutwala data mu ngeri ey’olubeerera."
"In particular, locally contextualised standards should be used where they exist.","Okusingira ddala, emitendera egy’omu kitundu egy’embeera girina okukozesebwa we gibeerawo."
The process for selecting new controls should consider both the degree of risk,Enkola y’okulonda ebifuga ebipya erina okulowooza ku ddaala lyombi ery’akabi .
"Achieving a standards-based Digital Health security environment will reduce operational costs, improve interoperability and improve supportability.","Okutuuka ku mbeera y’obukuumi bw’ebyobulamu mu ngeri ya digito eyesigamiziddwa ku mutindo kijja kukendeeza ku nsaasaanya y’emirimu, okulongoosa enkolagana n’okutumbula obuwagizi."
"Incorporate Security into Architecture Design Architectures should employ security measures to ensure integrity, confidentiality, and availability of IT services and applications.","Okuyingiza obukuumi mu nsengeka z’ebizimbe eby’okuzimba ( Architecture Design Architectures) olina okukozesa obukuumi okulaba nga butuukirivu, ebyama, n’okubeerawo kw’empeereza ya IT n’okukozesa."
Security should be designed into the architecture in a scalable and efficient manner.,Obukuumi bulina okukolebwa mu nzimba mu ngeri esobola okulinnyisibwa era ennungi.
The security architecture design should follow a modular design where the overall technology infrastructure is divided into functional layers/modules.,Dizayini y’enzimba y’obukuumi erina okugoberera dizayini ya modulo nga ensengeka ya tekinologiya okutwaliza awamu egabanyizibwamu layers/modules ezikola.
"In addition, it permits designers to evaluate and implement security on a module-by-module basis instead of attempting to complete the architecture Comprehensive published security standards for each layer/module of the IT architecture are a prerequisite for all security designs.","Okugatta ku ekyo, kikkiriza abakola dizayini okwekenneenya n’okussa mu nkola obukuumi ku musingi gwa modulo ku modulo mu kifo ky’okugezaako okumaliriza omutindo gw’obukuumi ogufulumiziddwa ogw’enzimba ogwafulumizibwa buli layeri/module y’enzimba ya IT ze zirina okusooka okukola dizayini zonna ez’obukuumi."
"Implement Least Privilege Standard Each Digital Health solution must incorporate a standard for the least privilege; thus, the baseline is the bare minimum privileges necessary to perform functions, actions, and access.","Okussa mu nkola omutindo gwa least privilege buli digital health solution erina okussaamu omutindo ku nkizo esinga obutono; Bwe kityo, omusingi gwe nkizo ezisinga obutono ezeetaagisa okukola emirimu, ebikolwa, n’okutuuka."
"The baseline for functions, actions, and access is the minimum required to complete the task, thus protecting users and the data they are using from inadvertent errors, exploitation, or attempts at deliberate misuse.","Omusingi gw’emirimu, ebikolwa, n’okutuuka ku bantu kye kisinga obutono ekyetaagisa okumaliriza omulimu, bwe kityo ne kikuuma abakozesa n’ebikwata ku bantu bye bakozesa okuva mu nsobi ezitali za bulijjo, okukozesa, oba okugezaako okukozesa obubi mu bugenderevu."
"Adhering to the principle of least privilege reduces the risk of attackers gaining access to critical systems or sensitive data by compromising a low-level user account, device, or Part of the solution design should ensure the principle of least privilege is incorporated into the solution to enhance the protection of data and functionality from faults and malicious Contains compromises to their area of origin, stopping them from spreading.","Okunywerera ku musingi gw’enkizo entono kikendeeza ku bulabe bw’abalumbaganyi okufuna enkola enkulu oba data enzibu nga bafiiriza akawunti y’abakozesa ey’omutendera ogwa wansi, ekyuma, oba ekitundu ky’enteekateeka y’okugonjoola ensonga erina okukakasa nti omusingi gw’enkizo entono guyingizibwa mu kigonjoola okutumbula okukuuma amawulire n’emirimu okuva ku nsobi n’obukambwe bulimu okukkaanya kwabwe eri ekitundu kyabwe eky’ensibuko, okuyimiriza ensibuko yaabwe, okuziyimiriza."
"The scope of audits can be reduced dramatically, thus ensuring the efficient use of scarce Users, clients, businesses, and the enterprise are better protected.","Obunene bw’okubala ebitabo busobola okukendeezebwa ennyo, bwe kityo ne kikakasa nti okukozesa obulungi abakozesa abatono, bakasitoma, bizinensi, n’ekitongole kikuumibwa bulungi."
Implement appropriate Privacy and Security Safeguards Appropriate technical and organisational controls must be implemented to protect data and keep it The privacy and security of data are everyones responsibility.,Okussa mu nkola enkola entuufu ey’okukuuma eby’ekyama n’obukuumi okufuga okutuufu okw’ebyekikugu n’ekitongole kulina okuteekebwa mu nkola okukuuma data n’okugikuuma eby’ekyama n’obukuumi bwa data buvunaanyizibwa bwa buli muntu.
"It is necessary to have policies and security safeguards implemented to protect health information, whether stored on paper or electronically.","Kyetaagisa okuba n’enkola n’obukuumi obuteekebwa mu nkola okukuuma ebikwata ku bulamu, ka bibeere nga biterekeddwa ku mpapula oba mu byuma bikalimagezi."
"Access controls  Access to information should be on a need-to-know basis, with role-based Technical controls  Implement robust IT security controls such as password authentication, encryption, anti-malware software, patch management, firewalls, IDS, mobile device management, secure code reviews, etc.","Enfuga y’okuyingira Okufuna amawulire kulina okuba ku musingi gw’obwetaavu, n’okufuga okw’ekikugu okwesigamiziddwa ku mirimu okussa mu nkola enfuga ennywevu ey’obukuumi bwa IT ng’okukakasa ebigambo by’okuyita, okusiba, pulogulaamu ezilwanyisa malware, okuddukanya patch, firewalls, IDS, okuddukanya ebyuma by’omu ngalo, okwekenneenya koodi mu ngeri ey’obukuumi, n’ebirala."
Auditing  Digital Health systems should be audited at least twice a year.,Okubala enkola z’ebyobulamu mu ngeri ya digito kulina okubalirirwa waakiri emirundi ebiri mu mwaka.
"The cycle is enclosed by the architecture catalysts previously introduced so that all activities, deliverables, and guidelines are aligned to the constituents for the EA development to deliver a successful digital transformation initiative.","Enzirukanya eno ewereddwa ensengekera z’okuzimba ezaayingizibwa emabegako olwo emirimu gyonna, ebiweebwayo, n’ebiragiro ne bikwatagana n’abalonzi ku nkulaakulana ya EA okutuusa enteekateeka y’enkyukakyuka ya digito ennungi."
The DHEAF development process is based on the TOGAF Architecture Development Model (ADM) cycle and impersonates the architecture development structure of TOGAF.,Enkola y’okukulaakulanya DHEAF yeesigamiziddwa ku nsengekera ya TOGAF Architecture Development Model (ADM) era yeefuula ensengeka y’okukulaakulanya ebizimbe bya TOGAF.
"The TOGAF ADM is a generic and reliable method for architecture development, designed to deal with most systems and organisational requirements (The Open Group, 2018a).","TOGAF ADM nkola ya generic era eyesigika ey’okukulaakulanya ebizimbe, ekoleddwa okukola ku nkola ezisinga obungi n’ebyetaago by’ekitongole (The Open Group, 2018a)."
"It is, however, important to note that in navigating the architecture process, architects should leverage the reusable assets that are part of this framework.","Naye kikulu okumanya nti mu kutambulira mu nkola y’okuzimba, abakubi b’ebifaananyi balina okukozesa eby’obugagga ebiddamu okukozesebwa ebibeera ekitundu ku nkola eno."
"It is also necessary that the requirements are identified, stored, and input into all activities in the architecture process.","Era kyetaagisa ebyetaago okuzuulibwa, okuterekebwa, n’okuyingiza mu mirimu gyonna mu nkola y’okuzimba."
Health organisations should define all the non-functional requirements of the solution they would like to implement.,Ebibiina by’ebyobulamu birina okunnyonnyola ebyetaago byonna ebitali bikola eby’okugonjoola bye baagala okussa mu nkola.
The architecture team should consider the domain-specific principles that derive the requirements and existing Digital Health Policies and standards when defining requirements.,Ttiimu y’ebizimbe erina okulowooza ku misingi egy’enjawulo egy’ekitundu egifuna ebyetaago n’enkola n’emitendera egy’ebyobulamu ebiriwo mu dijitwali nga bannyonnyola ebyetaago.
"Specifically, it is concerned with determining and establishing the architecture capability needed by a health organisation and defining the principles that will constrain the digital transformation effort.","Okusingira ddala, kikwata ku kusalawo n’okuteekawo obusobozi bw’okuzimba obwetaagisa ekitongole ky’ebyobulamu n’okunnyonnyola emisingi egijja okuziyiza kaweefube w’okukyusa mu nkola ya digito."
The primary goal of this phase is to create a highlevel aspirational vision of the business capabilities targeted by the health organisation.,Ekigendererwa ekikulu eky’omutendera guno kwe kutondawo okwolesebwa okw’okusuubira okw’omutindo ogwa waggulu okw’obusobozi bwa bizinensi obugendereddwamu ekitongole ky’ebyobulamu.
"Therefore, critical activities of this phase should include; identifying key stakeholders and their concerns, evaluating business capabilities, defining the scope of work, and developing an Architecture Vision.","N’olwekyo, emirimu emikulu egy’omutendera guno girina okuzingiramu; Okuzuula abakulu abakwatibwako n’ebibaluma, okwekenneenya obusobozi bwa bizinensi, okunnyonnyola obuwanvu bw’omulimu, n’okukulaakulanya okwolesebwa kw’okuzimba."
"The principal technique applied here is Business Capability Modelling (BCM), used with business process models.","Enkola enkulu ekozesebwa wano ye Business Capability Modeling (BCM), ekozesebwa mu nkola ya bizinensi."
All process models should be associated with enterprise-level information entities to reflect what business objects are accessed or ealized as they are executed.,Enkola zonna ez’enkola zirina okukwatagana n’ebitongole by’amawulire ku mutendera gw’ekitongole okulaga ebintu bya bizinensi bye bituusibwako oba okufuuka ealize nga bwe bikolebwa.
"In this phase, the architects create both the Data and Application Architecture, which they may design either sequentially or concurrently.","Mu mutendera guno, abakubi b’ebifaananyi bakola byombi data n’enzimba y’okukozesa, bye bayinza okukola dizayini oba mu mutendera oba mu kiseera kye kimu."
"Data Architecture Phase is concerned with defining the data considerations that support the Business Architecture, including; data management (i.e., collection, processing, storage, and dissemination), migration, and governance.","Omutendera gw’okuzimba data gukwata ku kunnyonnyola ebikwata ku data ebiwagira enzimba ya bizinensi, omuli; Enzirukanya y’amawulire (i.e., okukung’aanya, okukola, okutereka, n’okubunyisa), okusenguka, n’enfuga."
"As part of the Data Architecture, the architecture team should consider developing the Application/Organisation, Role/Application, Application Interaction, and Application Function matrices.","Ng’ekitundu ky’enzimba ya data, ttiimu y’okuzimba erina okulowooza ku ky’okukola enkola/okutegeka, omulimu/okukozesa, enkolagana y’okukozesa, n’enkola y’emirimu gy’okukozesa."
"Likewise, existing technology components to be supported in the target environment may need to be re-defined to ensure fit-for-purpose and interoperability.","Mu ngeri y’emu, ebitundu bya tekinologiya ebiriwo okuwagirwa mu mbeera y’ekigendererwa biyinza okwetaaga okuddamu okunnyonnyolwa okukakasa nti bikwatagana bulungi n’okukolagana."
The architecture team is encouraged to take advantage of relevant Technology Architecture resources provided by the TOGAF Technical Reference Model (TRM).,Ttiimu y’ebizimbe ekubirizibwa okweyambisa eby’obugagga by’okuzimba tekinologiya ebikwatagana ebiweebwa enkola ya TOGAF Technical Reference Model (TRM).
