English,Luganda
"in line with this, the who global ntd programme is working to develop a toolkit and modules to facilitate the integration and mainstreaming of ntds into national rhiss.","mu kukwatagana ne kino, enteekateeka ya who ey’ensi yonna eya ntd ekola okukola ekitabo ky’ebikozesebwa ne modulo okusobola okwanguyiza okugatta n’okussa ntd mu nkola ya ntd mu nkulungo z’eggwanga."
this guidance can be applied to any type of data management software.,obulagirizi buno busobola okukozesebwa ku kika kyonna ekya pulogulaamu y’okuddukanya amawulire.
"the overall guidance and disease-specific modules for rabies, buruli ulcer and schistosomiasis are being finalized for release in 2024, to be followed by the remaining disease-specific modules.","okutwalira awamu obulagirizi n’obulwadde obukwata ku bulwadde bw’akafuba, ebiwuka ebiyitibwa buruli ulcer ne schistosomiasis bigenda kumalibwawo okufulumizibwa mu 2024, okugobererwa modulo ezisigadde ezikwata ku ndwadde."
rhis modules for cross-cutting approaches such as vector control and supply chain are also the rhis modules for ntds will reduce the administrative burden of reporting by countries and minimize data fragmentation within and beyond ntd programmes.,module za rhis ez’enkola ezisalasala nga vector control and supply chain nazo zibeera rhis modules for ntds zijja kukendeeza ku buzito bw’okuddukanya okukola lipoota amawanga era zikendeeze ku data okukutukakutuka mu nteekateeka za ntd n’okusingawo.
"during 2023, action was taken to improve the range of forms used by who to facilitate the exchange of information related to ntds with its member states.","mu mwaka gwa 2023, kyakolebwa okulongoosa mu ngeri ez’enjawulo ezikozesebwa who okusobola okwanguyiza okuwanyisiganya amawulire agakwata ku ntds n’amawanga agali mu mukago gwayo."
a dedicated country portal was created for each member state to access and submit the gnarfs.,omukutu gw’eggwanga ogwewaddeyo gwatondebwawo buli ggwanga eriri mu mukago okusobola okufuna n’okuwaayo gnarfs.
"the most immediate contribution made by gnarf has been towards obtaining data that are included in the present report and for reporting purposes to the 77th world the gnarf was introduced to member states in the african, eastern mediterranean, western pacific and european regions.","omugabo ogusinga amangu gnarf gubadde gwa kufuna data eziteekebwa mu alipoota eno n’okukola lipoota eri ensi ey’omulundi ogwa 77 gnarf yaleetebwa amawanga agali mu mukago mu bitundu bya afrika, eastern mediterranean, western pacific ne bulaaya."
"as such, a 41% submission rate was attained during 2023 as the inaugural year.","nga bwe kiri, omuwendo gw’abantu 41% gwatuusibwako mu mwaka gwa 2023 ng’omwaka ogw’okusooka."
"in 2023, work was carried out to further improve uptake and use of the pc joint application package (jap).","mu mwaka gwa 2023, omulimu gwakolebwa okwongera okulongoosa okutwala n’okukozesa pc joint application package (jap)."
"dimension-level focus group discussions participants: dimension experts, national ntd programme managers, who regional office representatives, who hq purpose: review disease-specific reports for methodological inconsistencies and develop cross-cutting recommendations.","dimension-level focus group discussions abeetabye mu kukubaganya ebirowoozo: abakugu mu bipimo, abaddukanya enteekateeka za ntd mu ggwanga, abakiise ba ofiisi z‟ebitundu, who hq ekigendererwa: okwekenneenya lipoota ezikwata ku ndwadde ku butakwatagana mu nkola n‟okukola ebiteeso ebisalasala."
"work is still ongoing, and the key outputs from the gat exercise will be an updated heat map showing progress and challenges towards the 2030 targets.","emirimu gikyagenda mu maaso, era ebikulu ebifulumizibwa okuva mu dduyiro wa gat bijja kuba maapu y’ebbugumu erongooseddwa eraga enkulaakulana n’okusoomoozebwa eri ebiruubirirwa bya 2030."
a total of 25 disease-specific focus group discussions updating four dimensions has been completed.,omugatte gw’okukubaganya ebirowoozo 25 mu kibinja ekitunuulirwa nga kitereeza ebitundu bina biwedde.
version 1 of the jap was released in 2013.,version 1 eya jap yafulumizibwa mu 2013.
"since then, who has been collecting feedback from countries and partners on its use to improve the tool.","okuva olwo, who abadde akungaanya ebiteeso okuva mu mawanga n’emikwano ku nkozesa yaayo okulongoosa ekintu kino."
"several versions have been released since 2013 to address comments and suggestions received from end-users, such as customization, data validation, analysis of reported data, adaptation to the new strategies and improvement of functionalities and interface.","enkyusa eziwerako zifulumiziddwa okuva mu 2013 okukola ku biteeso n’ebiteeso ebifunibwa okuva mu bakozesa enkomerero, gamba ng’okulongoosa, okukakasa data, okwekenneenya data eyaloopebwa, okutuukagana n’obukodyo obupya n’okulongoosa emirimu n’enkolagana."
the last version of jap (version 4) was released in .,enkyusa ya jap (version 4) eyasembayo yafulumizibwa mu .
"the forms are available in english, french and spanish.","ffoomu zino ziri mu lungereza, olufaransa n’olusipeyini."
"any countries requiring pc for lymphatic filariasis, onchocerciasis, schistosomiasis and soil-transmitted helminthiases can request medicines and submit data using the jap.","amawanga gonna ageetaaga pc ku lymphatic filariasis, onchocerciasis, schistosomiasis ne ettaka eriweweeza ku ttaka lisobola okusaba eddagala n’okuwaayo ebikwata ku bantu nga bakozesa jap."
"in an effort to foster integration and reduce administrative burden for member states, the jap was also adapted for reporting and requesting medicines for echinococcosis, some of the foodborne trematodiases (clonorchiasis and opisthorchiasis), taeniasis and yaws.","mu kaweefube w’okutumbula okwegatta n’okukendeeza ku buzito bw’okuddukanya emirimu eri amawanga agali mu mukago, jap era yakyusibwa okukola lipoota n’okusaba eddagala ly’obulwadde bwa echinococcosis, ebimu ku biwuka ebiyitibwa trematodiases (clonorchiasis ne opisthorchiasis), taeniasis ne yaws."
"overall, a total of 187 member states and 24 areas and territories reported information on at least one ntd finally, efforts have been made to boost data visualization through interactive dashboards.","okutwaliza awamu, amawanga 187 agali mu mukago n’ebitundu 24 n’ebitundu byategeeza amawulire ku waakiri ntd emu ku nkomerero, kaweefube akoleddwa okutumbula okulaba data okuyita mu dashiboodi ezikwatagana."
"member states, with the support of stakeholders, are increasingly using the who m&eframework to inform the development of sustainability plans for national programmes which typically take 816 months to complete.","amawanga agali mu mukago, nga gawagirwa abakwatibwako, geeyongera okukozesa ekitongole kya who ekya m&eframework okutegeeza enkulaakulana y’enteekateeka z’okuyimirizaawo enteekateeka z’eggwanga ezitera okutwala emyezi 816 okumaliriza."
"these government plans are comprehensive in terms of the diseases they include and are specific to individual country needs, with benchmarks defined by the countries health ministries.","enteekateeka za gavumenti zino zikwata ku ndwadde ze zirimu era nga za njawulo ku byetaago by’ensi ssekinnoomu, nga zirina ebipimo ebitegeezebwa amawanga minisitule z’ebyobulamu."
"to date, 11 usaid-supported countries have developed national ntd sustainability action plans, of which nine have been validated by the political leadership.","n’okutuusa kati, amawanga 11 agayambibwako usaid gakoze enteekateeka z’eggwanga ez’okuyimirizaawo ntd, nga ku zino mwenda zikakasiddwa obukulembeze bw’ebyobufuzi."
more countries in west africa are starting the sustainability planning process.,amawanga amalala mu west africa gatandika enteekateeka y’okuyimirizaawo obutonde bw’ensi.
"additionally, a number of countries, including ethiopia, united republic of tanzania and yemen, are requesting support for conducting mid-term reviews towards informing sustainability action at even though similar principles are applied towards a common goal, each countrys process, experience and desired outcomes for sustainability are quite different and provide important peer-to-peer learning for programmes (box 3.3).","okugatta ku ekyo, amawanga agawerako, omuli ethiopia, united republic of tanzania ne yemen, gasaba okuwagira okukola okwekenneenya okw’omu makkati okutuuka ku kumanyisa ekikolwa eky’okuyimirizaawo ku wadde ng’emisingi egy’enjawulo gikozesebwa okutuuka ku kiruubirirwa eky’awamu, buli nsi enkola, obumanyirivu n’ebivaamu eby’okweyimirizaawo bya njawulo nnyo era biwa okuyiga okukulu okwa bannaabwe ku pulogulaamu (box 3.3)."
ten indicators for tracking country and global progress towards sustainability of ntd programmes have been described .,ebipimo kkumi eby'okulondoola eggwanga n'enkulaakulana y'ensi yonna okutuuka ku kuyimirizaawo enteekateeka za ntd bibadde byogerwako .
"who is working with member states to strengthen data collection, reporting and use for these","who ekolagana n’amawanga agali mu mukago okunyweza okukung’aanya ebikwata ku bantu, okukola lipoota n’okukozesa ku bino ."
country examples of sustainability for national ntd programmes ghana - expanding ntd coverage in the national health insurance scheme ghanas national health policy is centred on a commitment to achieve universal health coverage.,eby’okulabirako by’eggwanga eby’okuyimirizaawo enteekateeka z’eggwanga eza ntd ghana - okugaziya ntd okusasulwa mu nteekateeka ya yinsuwa y’ebyobulamu ey’eggwanga ghanas enkola y’ebyobulamu mu ggwanga yeesigamiziddwa ku kwewaayo okutuukiriza ebyobulamu eby’ensi yonna.
the national health insurance scheme (nhis) was introduced in 2003 to replace the cash-and-carry system for paying for health-care services at the point of receiving care and has become a key mechanism for ensuring health equity and social protection.,enteekateeka ya yinsuwa y’ebyobulamu mu ggwanga (nhis) yatongozebwa mu 2003 okukyusa enkola ya ssente enkalu n’okutwala ssente mu by’obulamu mu kifo we bafunira obujjanjabi era efuuse enkola enkulu ey’okulaba ng’obulamu n’embeera z’abantu bikuumibwa.
its quest to sustainably provide morbidity management and disability prevention care to individuals affected by ntds through the existing health system is gaining traction.,okunoonya kwayo okuwa mu ngeri ey’olubeerera okuddukanya endwadde n’okuziyiza obulemu eri abantu ssekinnoomu abakoseddwa ntds nga bayita mu nkola y’ebyobulamu eriwo kufuna okusika.
"beyond meeting the need to provide care without exposing individuals and their families to catastrophic health expenditures, nhis is now being regarded as a potential solution to overcome both perceived and experienced financial barriers that contribute to late presentation and worse ntd disability outcomes.","ng’oggyeeko okutuukiriza obwetaavu bw’okuwa obujjanjabi awatali kulaga bantu ssekinnoomu n’amaka gaabwe ku nsaasaanya y’obulamu ey’akatyabaga, nhis kati etwalibwa ng’ekiyinza okugonjoola okuvvuunuka byombi ebiziyiza eby’ensimbi ebilowoozebwa n’eby’obumanyirivu ebiyamba okulwawo okwanjula n’ebiva mu bulemu bwa ntd obubi."
"since 2022, the intra-country coordination committee for ntds (iccc) within the ghana health service has been working on expanding the nhis coverage for ntds with support from the usaids act to end ntds | west program.","okuva mu mwaka gwa 2022, akakiiko akakwasaganya eggwanga aka ntds (iccc) mu kitongole ky’ebyobulamu mu ghana kabadde kakola ku kugaziya nhis coverage ya ntds n’obuwagizi okuva mu tteeka lya usaids okukomya ntds | west program."
a comprehensive desk review was performed following a meeting in june to sensitize stakeholders on the framework for expanding the nhis benefits package with respect to ntd services.,okwekenenya okujjuvu ku mmeeza kwakolebwa oluvannyuma lw’olukiiko mu june okumanyisa abakwatibwako ku nkola y’okugaziya enkola ya nhis benefits package ku bikwata ku mpeereza za ntd.
this was followed by technical consultations to develop a comprehensive costing framework to guide the inclusion of ntd services within the nhis benefits packages and revision of all ntd management protocols for for the revision of ghanas essential medicines list and nhis benefits package.,kino kyaddirirwa okwebuuza ku by’ekikugu okukola enkola enzijuvu ey’okusaasaanya ssente okulungamya okussaamu empeereza za ntd mu nkola z’emikisa gya nhis n’okuddamu okutunula mu nkola zonna ez’okuddukanya ntd for for the revision of ghanas essential medicines list and nhis benefits package.
iccc has facilitated a high-level consultation with decision-makers to seek commitment to including new ntd services within nhis and shared a policy brief and formal request to complete the expansion of the nhis benefits packages.,iccc eyanguyiza okwebuuza okw’amaanyi n’abasalawo okunoonya okwewaayo okussaamu obuweereza bwa ntd obupya mu nhis era ne bagabana okusaba mu bufunze kw’enkola n’omutongole okumaliriza okugaziya enkola z’emikisa gya nhis.
this landmark was achieved through systematic data-driven advocacy.,ekifo kino eky’enkizo kyatuukibwako nga bayita mu kubunyisa amawulire nga kikulemberwa data.
"a landscape analysis was conducted to identify the relevant stakeholders, determine the existing barriers and design applicable strategies targeting effective domestic resource mobilization.","okwekenenya enkula y’ensi kwakolebwa okuzuula abakwatibwako, okuzuula ebiziyiza ebiriwo n’okukola enkola ezikozesebwa ezigenderera okukungaanya eby’obugagga eby’omu maka okulungi."
a tool for enhancing resource mobilization and allocation for ntds in districts has been developed and ntds.,ekintu eky’okutumbula okukungaanya eby’obugagga n’okugaba ntds mu disitulikiti kikoleddwa era ntds.
discussions are ongoing on the results of this exercise and how it will feed into future workplans.,okukubaganya ebirowoozo kugenda mu maaso ku biva mu dduyiro ono n’engeri gy’anaalyamu enteekateeka z’emirimu mu biseera eby’omu maaso.
"unlike some high-profile diseases or intervention programmes that have a pooled funding mechanism, ntd programmes have diverse and often one-disease international donors.","okwawukana ku ndwadde ezimu ez’amaanyi oba enteekateeka z’okuyingira mu nsonga ezirina enkola y’okugaba ensimbi ezikuŋŋaanyiziddwa, enteekateeka za ntd zirina abagabi b’obuyambi ab’enjawulo mu nsi yonna era emirundi mingi."
"nevertheless, the financing difficulties faced by whos global ntd programme could be representative of the wider picture: since the onset of the covid-19 pandemic, the programme has faced funding withdrawal or cuts from several major donors, which continue to cause severe budget restrictions and have led to a significant reduction in workforce.","wadde kiri kityo, ebizibu by’ensimbi ebituuka ku nteekateeka ya wos global ntd biyinza okukiikirira ekifaananyi ekigazi: okuva ssennyiga omukambwe eya covid-19 lwe yatandika, enteekateeka eno efunye okuggyibwako ssente oba okusala ku bagabi b’obuyambi abakulu abawerako, ekigenda mu maaso n’okuleeta obukwakkulizo obw’amaanyi mu mbalirira era nga kivuddeko okukendeeza ennyo ku bakozi."
"the findings revealed significant funding gaps1 for mda planned in 2024 against lymphatic filariasis, onchocerciasis, schistosomiasis, and soil-transmitted helminthiases: depending on the disease, 10% to 35% of the implementation units were found to be without secure funding to cover the cost of their planned mda campaign.","ebizuuliddwa byalaga ebituli ebinene eby’ensimbi1 eri mda eyategekebwa mu 2024 okulwanyisa obulwadde bwa lymphatic filariasis, onchocerciasis, schistosomiasis, n’endwadde z’ensiri ezitambuza ettaka: okusinziira ku bulwadde, ebitundu 10% ku 35% ku bifo eby’okussa mu nkola byazuulibwa nga tebirina nsimbi za bukuumi okusobola okusasula ssente za mda."
"the funding gap for monitoring and evaluation activities was even more pronounced, ranging from 11% to 46%.","ekituli mu nsimbi eky’emirimu gy’okulondoola n’okwekenneenya kyali kya maanyi nnyo, okuva ku bitundu 11% okutuuka ku bitundu 46%."
data from 29 low and lower-middle-income countries in 2018 were used to illustrate national investment in ntd programmes in the global report on neglected tropical diseases 2023 .,ebiwandiiko okuva mu mawanga 29 aga wansi n’aga wansi aga wakati mu 2018 byakozesebwa okulaga ensimbi z’eggwanga mu nteekateeka za ntd mu lipoota y’ensi yonna ku ndwadde z’omu bitundu eby’obutiti ezisuuliriddwa 2023 .
"however, since 2018, the number of countries reporting fully disaggregated health expenditure data by disease (including ntds) has been decreasing quickly.","wabula okuva mu mwaka gwa 2018, omuwendo gw’amawanga agaloopa mu bujjuvu ebikwata ku nsaasaanya y’ensimbi mu by’obulamu olw’obulwadde (nga mw’otwalidde ne ntds) gubadde gukendeera mangu."
"in 2020, only six countries reported expenditure on ntds, including zero expenditure, in the ghed, which is not sufficient to constitute a representative sample for lack of economic data has become a key obstacle to effective advocacy for investing in ntd interventions.","mu mwaka gwa 2020, amawanga mukaaga gokka ge gaategeeza nti ensaasaanya ku ntds, omuli n’ensaasaanya ya zero, mu ghed, etamala kukola sampuli ekiikirira olw’obutaba na bikwata ku by’enfuna kifuuse ekizibu ekikulu mu kubunyisa ssente mu ngeri ennungi ey’okuteeka ssente mu kuyingiza ntd."
"one way to address this, without overburdening countries, is to support countries in recording their national expenditure on ntd programmes through a health account exercise with full disease disaggregation; that is, an accounting framework for systematically tracking health spending.","engeri emu ey’okukola ku kino, awatali nsi ezisukkiridde, kwe kuwagira amawanga mu kuwandiika ensaasaanya yaago ey’eggwanga ku nteekateeka za ntd nga bayita mu mulimu gwa akawunti y’ebyobulamu nga gulimu okugabanya endwadde mu bujjuvu; kwe kugamba, enkola y’okubala ebitabo ey’okulondoola ensaasaanya y’ensimbi mu nkola y’ebyobulamu."
"in parallel, at regional and country level, who has also intensified work towards generating economic information for resource mobilization.","mu kukwatagana, ku mutendera gw’ekitundu n’eggwanga, era nga naye ayongedde okukola emirimu egy’okukola amawulire agakwata ku by’enfuna okukungaanya eby’obugagga."
"this initiative was accompanied by a financial resource requirement plan encompassing nine countries.1 the plan included estimates of the cost for implementing priority interventions recommended by who in the target countries during the period .2 to evaluate the feasibility, added value and impact of integrating interventions directed against different ntds, who also supported a pilot activity in cte d. ivoire aimed at integrating screening for skin ntds into a planned mda campaign against schistosomiasis.","enteekateeka eno yali ewerekerwako enteekateeka eyeetaaga eby’obugagga ebizingiramu amawanga mwenda.1 enteekateeka eno yalimu okubalirira kw’omuwendo gw’ensimbi ezisaasaanyizibwa mu kuteeka mu nkola enkola z’okukulembeza eziteeseddwa who mu nsi ezigendereddwamu mu kiseera .2 okwekenneenya obusobozi, omugaso ogwongezeddwaako n’enkosa y’okugatta okugatta okulwanyisa ntd ez’enjawulo, nga nabo bawagira omulimu gw’okugezesa mu cte d. ivoire yagenderera okugatta okwekenneenya kwa ntd z’olususu mu kampeyini ya mda etegekeddwa okulwanyisa obulwadde bwa schistosomiasis."
the integrated intervention was successfully conducted in in two districts in cte d. ivoire.,okuyingira mu nsonga mu ngeri ey’omuggundu kwakolebwa bulungi mu disitulikiti bbiri mu cote d’ivoire.
the data on the cost and impact of such integration have been collected and are currently being analysed in view of their dissemination.,ebikwata ku nsaasaanya n’enkosa y’okugatta ng’okwo bikuŋŋaanyiziddwa era mu kiseera kino byekenneenyezebwa okusinziira ku kubunyisa kwazo.
the effort to change operating models and culture has also relied on a diverse set of actions.,kaweefube w’okukyusa enkola y’emirimu n’obuwangwa era yeesigamye ku bikolwa eby’enjawulo.
the financial resource requirement plan is an unpublished who document .,enteekateeka y'okwetaaga eby'obugagga by'ensimbi ye who etafulumiziddwa .
"as of , more than 50 ntdendemic countries have a master plan; some plans have now reached the third generation.","as of , amawanga agasukka mu 50 ntdendemic galina enteekateeka enkulu; enteekateeka ezimu kati zituuse ku mulembe ogw’okusatu."
ntd master plans are essential strategic documents for governments to effectively plan and implement sustainable ntd programmes in concertation with all relevant stakeholders.,ntd master plans ye biwandiiko ebikulu eby’obukodyo eri gavumenti okuteekateeka obulungi n’okussa mu nkola enteekateeka za ntd eziwangaala nga zikwatagana n’abo bonna abakwatibwako.
they are expected not only to reinforce national ownership but also to establish programmatic priorities and strengthen the health system and other sectors to deliver ntd services more effectively and efficiently.,basuubirwa obutakoma ku kunyweza bwannannyini bwa ggwanga bwokka wabula n’okuteekawo ebikulu ebirina okukulembezebwa mu nteekateeka n’okunyweza enkola y’ebyobulamu n’ebitundu ebirala okutuusa obuweereza bwa ntd mu ngeri ennungi era ennungi.
the translation of master plans into detailed and budgeted annual workplans can represent the first step towards addressing specific challenges in a timely and action-oriented manner and serve as a core subject of discussion in the process of establishing country coordination platforms facilitating exchange of information among all actors.,okuvvuunula enteekateeka enkulu mu nteekateeka z’emirimu ez’omwaka mu bujjuvu era eziteekeddwa mu mbalirira kiyinza okukiikirira omutendera ogusooka ogw’okukola ku kusoomoozebwa okwetongodde mu budde era nga zigenderera ebikolwa era nga zikola ng’ensonga enkulu ey’okukubaganya ebirowoozo mu nkola y’okuteekawo enkola z’okukwasaganya eggwanga okwanguyiza okuwanyisiganya amawulire mu bannakatemba bonna.
"other activities aimed at reinforcing coordination, promoting a sense of oneness, and progressing towards a shared purpose included the establishment of a network that brings together the more than 50 who collaborating centres working on ntds, which was launched on world ntd day 2023, through a dedicated webinar convened at the initiative of the who collaborating center for tropical diseases, institute of parasitic diseases (ipd), chinese center for diseases control and prevention (china cdc).","other activities aimed at reinforcing coordination, promoting a sense of oneness, and progressing towards a shared purpose included the establishment of a network that brings together the more than 50 who collaborating centres working on ntds, which was launched on world ntd day 2023, through a dedicated webinar convened at the initiative of the who collaborating center for tropical diseases, institute of parasitic diseases (ipd), chinese center for diseases control and okuziyiza (china cdc)."
key highlights and progress achieved in each region for the current reporting period are summarized below.,ebikulu ebikulu n’enkulaakulana ebituukiddwako mu buli kitundu olw’ekiseera ky’okukola lipoota ekiriwo kati bifunze wansi.
the numbers of people and the percentage reductions in the population requiring interventions against ntds are presented by who region in figs.,omuwendo gw’abantu n’ebitundu 100 ku 100 eby’okukendeera kw’abantu abeetaaga okuyingira mu nsonga ku ntds biragiddwa ekitundu kya who mu figs.
"as of , 19 previously endemic countries have been officially validated or certified for elimination of at least one ntd; in total, 29 processes acknowledging the elimination of an ntd have been successfully completed: 14 for dracunculiasis, seven for human african trypanosomiasis, six for trachoma and two for lymphatic filariasis.","as of , 19 amawanga 19 agaaliwo edda gakakasiddwa mu butongole oba okukakasibwa okumala waakiri ntd emu; mu kugatta awamu, enkola 29 okukkiriza okuggyawo ntd ziwedde bulungi: 14 ku dracunculiasis, musanvu ku trypanosomiasis z’omuntu afirika, mukaaga ku trachoma ate bbiri olw’obulwadde bwa lymphatic filariasis."
burundis dossier for elimination of trachoma as a public health problem and nigers dossier for elimination of onchocerciasis are under review.,burundis dossier for elimination of trachoma nga ekizibu ky’ebyobulamu by’abantu ate nigers dossier olw’okumalawo obulwadde bwa onchocerciasis bali mu kwekenneenya.
"of the 47 countries in the region, 46 have attained the threshold for elimination of leprosy as a public health problem at national level; an informal consultation on the use of assistive technology devices for people with disabilities due to leprosy was organized in abidjan, cte d. ivoire some 12 countries never considered as endemic are suspected free of yaws, but are yet to south sudan: raising awareness of dracunculiasis to accelerate its eradication.","ku mawanga 47 mu kitundu kino, 46 ge gatuuse ku musingi gw’okuggyawo ebigenge ng’ekizibu ky’ebyobulamu mu ggwanga ku mutendera gw’eggwanga; okwebuuza okutali kwa mu butongole ku nkozesa y’ebyuma bya tekinologiya ayamba eri abantu abaliko obulemu olw’ebigenge kwategekebwa mu abidjan, cte d. ivoire amawanga nga 12 tegatwalibwa nga agasangibwa mu kitundu kino gateeberezebwa okuba nga tegaliimu yaws, naye nga gali mu south sudan: okumanyisa abantu ku buwuka obuyitibwa dracunculiasis okwanguya okumalawo."
"regional and country progress in 2022, 1775 cases of buruli ulcer were reported from nine countries, indicating a 70% reduction a total of 8813 new cases of cutaneous leishmaniasis were reported in 2022 from 14 of the 19 endemic countries in the region; 65% of these cases were reported from algeria which has the highest burden of this disease in the region.","enkulaakulana y’ebitundu n’amawanga mu mwaka gwa 2022, 1775 emisango gy’amabwa ga buruli gyaloopebwa okuva mu mawanga mwenda, nga kino kiraga nti okukendeera kwa bitundu 70% omugatte gwa 8813 emisango emipya egy’obulwadde bwa sucianeous leishmaniasis gyaloopebwa mu 2022 okuva mu nsi 14 ku 19 endemic countries mu kitundu; ebitundu 65% ku balwadde bano baaloopebwa okuva mu algeria nga kino kye kisinga obunene mu bulwadde buno mu kitundu kino."
"in 2022, 4234 new visceral leishmaniasis cases were reported from 12 of the 15 endemic countries in the region, accounting for 32% of the global burden.","mu mwaka gwa 2022, emisango emipya 4234 egy’ebitundu by’omubiri eby’omu bitundu by’omubiri eby’omunda (visceral leishmaniasis cases) gyaloopebwa okuva mu mawanga 12 ku 15 agali mu kitundu kino mu kitundu kino, nga gakola ebitundu 32% ku buzito bw’ensi yonna."
a strategic framework for the elimination of visceral leishmaniasis as a public health problem in eastern africa was developed to foster efforts by the endemic countries in the sub-region.,enkola ey’obukodyo ey’okumalawo obulwadde bwa visceral leishmaniasis ng’ekizibu ky’ebyobulamu mu buvanjuba bwa afrika yakolebwa okutumbula kaweefube w’amawanga agali mu kitundu kino mu kitundu ekitono.
"additionally, ethiopia, malawi, mali, nigeria and the united republic of tanzania have stopped treatment for onchocerciasis in of the 42 countries requiring preventive chemotherapy for soil-transmitted helminthiases, four (burkina faso, mali, ghana, and niger) are being investigated to confirm reductions in disease prevalence to below 2%, in which case they would no longer require this intervention.","okugatta ku ekyo, ethiopia, malawi, mali, nigeria ne united republic of tanzania bakomye okujjanjaba obulwadde bwa onchocerciasis mu nsi 42 ezeetaaga eddagala eriziyiza obulwadde bwa helminthiasias, nnya (burkina faso, mali, ghana, ne niger) zisinga kunoonyerezebwako ku kukakasa okukendeeza ku bulwadde mu 2%."
"the first integrated mda with praziquantel, niclosamide and albendazole was conducted in zambia targeting 300000 individuals against schistosomiasis, soil-transmitted helminthiases 4.2 region of the americas fig.","mda eyasooka okugatta ne praziquantel, niclosamide ne albendazole yakolebwa mu zambia nga etunuulidde abantu 300000 okulwanyisa obulwadde bwa schistosomiasis, helminthiases ezitambuza ettaka 4.2 ekitundu kya americas fig."
"number of people and percentage reduction in population requiring interventions against ntds in the region of the percentage reduction in population requiring interventions against ntds number of people requiring interventions against neglected tropical diseases the majority of countries have met criteria to undergo validation of elimination of rabies as a public health problem (elimination of dogmediated human rabies), as only three countries reported cases of human rabies transmitted by dogs in the past 2 years; mexico was successfully several countries identified areas at risk for taeniasis/cysticercosis and are now working on the confirmation of endemicity and implementing an efficacy study was implemented in bolivia (plurinational state of) after 10years of annual mda campaigns against human fascioliasis; the results showed that prevalence has been significantly reduced as a result.",omuwendo gw’abantu n’okukendeeza ku bitundu by’abantu ebyetaagisa okuyingira mu nsonga ku ntds mu kitundu ky’okukendeeza ku bitundu ku kikumi mu bantu abeetaaga okuyingira mu nsonga ku ntds omuwendo gw’abantu abeetaaga okuyingira mu nsonga z’okulwanyisa endwadde z’omu bitundu eby’obutiti ezisuuliriddwa amawanga agasinga obungi gatuukirizza emisingi egy’okukakasa okuggyawo ekirwadde ky’ekifuba ng’ekizibu ky’obulamu bwa gavumenti (okumalawo embwa mu bitundu by’omubiri eby’abantu 2; mexico yali nnungi amawanga agawerako agazuuliddwa ebitundu ebiri mu bulabe bw’okulwala obulwadde bwa taeniasis/cysticercosis era kati gakola ku kukakasa obutabeera mu mbeera n’okussa mu nkola okunoonyereza ku bulungibwansi kwassibwa mu nkola mu bolivia (plurioninational state of) oluvannyuma lw’emyaka 10 egya kampeyini za mda ez’omwaka okulwanyisa fascioliasis y’abantu; ebyavudde mu kunoonyereza biraga nti okusaasaana kukendedde nnyo olw’ekyo.
"dengue cases have been consistently increasing in the region in the past three decades, with more intense epidemics occurring every 35 years.","emisango gya dengue gibadde gyeyongera buli kiseera mu kitundu kino mu myaka amakumi asatu egiyise, nga ssennyiga omukambwe agwawo buli luvannyuma lwa myaka 35."
"however, the dengue case-fatality rate has been preventing over 5000 deaths thanks to a strategy bolivia (plurinational state of): replastering mud hut walls to cover cracks where triatomine bugs, the vectors of chagas disease, can live.","wabula, omuwendo gw’abafa olw’omusujja gw’ensiri gubadde guziyiza abantu abasoba mu 5000 okufa olw’akakodyo bolivia (eggwanga ly’ensi yonna erya): okukyusa ebisenge by’ebitoomi eby’ebitosi okubikka enjatika ebiwuka ebiyitibwa triatomine bugs, vectors of chagas disease, can live."
"global report on neglected tropical diseases 2024 focused on the early identification of predictors of with regard to chagas disease, preliminary estimates as of 2019 indicate that approximately 4.5 million people are infected in the americas, with 25000 new acute cases due to vectorial transmission and 8000 new acute congenital cases; approximately 50 million people are at risk, with a prevalence of infection among blood donors of 0.43%.","alipoota y’ensi yonna ku ndwadde z’omu bitundu eby’obutiti ezisuuliriddwa 2024 essira erisinga kulissa ku kuzuula amangu ebiteebereza ebikwata ku ndwadde za chagas, okubalirira okusooka okutuuka mu 2019 kulaga nti abantu nga obukadde buna n’ekitundu be bakwatibwa mu amerika, nga waliwo emisango emipya 25000 egy’amaanyi olw’okubunyisa ebiwuka n’emisango emipya 8000 egy’amaanyi; abantu nga obukadde 50 bali mu bulabe, nga bakwatibwa obulwadde mu bagaba omusaayi nga bali 0.43%."
"of the 21 countries considered endemic for chagas disease in the americas, have controlled the domiciliary vectorial transmission with different levels of success and at different administrative levels.","ku nsi 21 ezitwalibwa ng’eziri mu ndwadde za chagas mu amerika, zifuga okutambuza ebiwuka mu maka nga zirina emitendera egy’enjawulo egy’obuwanguzi ne ku mitendera egy’enjawulo egy’obuddukanya."
"in 2023, bolivia (plurinational state of) and colombia increased the number of administrative areas where domiciliary vectorial transmission has been interrupted.","mu mwaka gwa 2023, bolivia (eggwanga ly’ensi yonna erya) ne colombia baayongera ku muwendo gw’ebitundu by’obufuzi awali okutambuza ebiwuka ebibeera mu maka."
universal screening among blood donors is in place in all the 21 endemic countries.,okukebera abantu bonna mu bantu abagaba omusaayi kuliwo mu nsi zonna 21 ezisangibwa mu bitundu 21.
